1_min,2_min,3_min
0.000801340472647305,0.000801520096404437,0.000900418566896575
0.000801340472647305,0.000801520096404437,0.000900418566668042
0.00080134047241835,0.000801520096404437,0.000887117967351395
0.00080134047241835,0.000801520096404437,0.000797045312489948
0.00080134047241835,0.000801520096404437,0.000797045312489948
0.00080134047241835,0.000801520096404437,0.000797045312489948
0.00080134047241835,0.000801520096404437,0.000797045312489948
0.00080134047241835,0.000801520096404437,0.000797045312717675
0.00080134047241835,0.000801520096404437,0.000797045312717675
0.00080134047241835,0.000801520096404437,0.000797045312717675
0.000801340473563122,0.000801520096404437,0.000797045312717675
0.000801340473563122,0.000801520096404437,0.000797045312717675
0.000801340473334168,0.000801520096633443,0.000894968022485817
0.000801340473334168,0.000801520096633443,0.000797045312717675
0.000801340473334168,0.000801520096404437,0.001007693001389850
0.000801340473105213,0.000801520096404437,0.001007693005488940
0.000801340473105213,0.000801520096175432,0.001024772543751550
0.000801340473105213,0.000801520096175432,0.001024772543751550
0.000801340472876259,0.000801520096175432,0.001007693001617580
0.000801340472876259,0.000801520096175432,0.001007692999340310
0.000801340472876259,0.000799864208158188,0.000882443027486630
0.000801340472876259,0.000799864208158188,0.000925141886123607
0.000801340472876259,0.000799864208158188,0.000972110628529192
0.000801340472876259,0.000799864208158188,0.000968664448693324
0.000801340472876259,0.000799864208158188,0.000968664448693324
0.000801340472876259,0.000799864208158188,0.000968664448693324
0.000801340472876259,0.000799864208158188,0.001004120680751610
0.000801520096404437,0.000799864208158188,0.001004120680751610
0.000801520096404437,0.000799864208158188,0.000794219748008937
0.000801520096404437,0.000799864208158188,0.000794219748008937
0.000801520096404437,0.000799864208158188,0.000794219748008937
0.000801520096404437,0.000799864208158188,0.000794219753908855
0.000801520096404437,0.000799864208158188,0.000794219755270375
0.000801520096404437,0.000799864208158188,0.000794219755270375
0.000801520096404437,0.000799864208158188,0.000802276196697497
0.000801520096404437,0.000799864208158188,0.001021139674844470
0.000801520096404437,0.000799864208158188,0.001021139674844470
0.000801520096404437,0.000799864208158188,0.001077869656666810
0.000801520096404437,0.000799864208158188,0.001169772227219010
0.000801520096404437,0.000799864208158188,0.001403499752327070
0.000801520096404437,0.000799864208615253,0.001397339318809180
0.000801520096404437,0.000799864208386721,0.001026518803039950
0.000801520096404437,0.000799864208615253,0.001009410158866110
0.000801520096404437,0.000799864208615253,0.001009410156356840
0.000801520096404437,0.000904989225446023,0.001009410156356840
0.000801520096404437,0.000909559873482970,0.001009410156356840
0.000801520096404437,0.000900418566896575,0.000832620810263483
0.000801520096404437,0.000900418566896575,0.000798403515984791
0.000801520096404437,0.000900418566896575,0.000834685103808446
0.000801520096404437,0.000887117967579927,0.000834685101750318
0.000801520096404437,0.000883991569928031,0.000800382973087601
0.000801520096404437,0.000797045312489948,0.000800382973316282
0.000801520096404437,0.000797045312489948,0.000800382973087601
0.000801520096404437,0.000797045312489948,0.000899525350803812
0.000801520096404437,0.000797045312489948,0.001023911744017740
0.000801520096404437,0.000797045312489948,0.001006846548545770
0.000801520096404437,0.000797045312717675,0.001006846548545770
0.000801520096404437,0.000797045312717675,0.001006846550593600
0.000801520096404437,0.000797045312717675,0.001006846551048670
0.000801520096404437,0.000797045312717675,0.001023911744245270
0.000801520096404437,0.000797045312717675,0.001023911744245270
0.000801520096404437,0.000797045312717675,0.001023911744245270
0.000801520096404437,0.000797045312717675,0.001006846553324030
0.000801520096404437,0.000797045312717675,0.001014503133471350
0.000801520096404437,0.000831204397441075,0.001023911744245270
0.000801520096404437,0.000894968022485817,0.001023911743790200
0.000801520096404437,0.000924947258362033,0.001023911741969910
0.000801520096404437,0.001007693001389850,0.001023911741969910
0.000801520096404437,0.001007693001389850,0.001006846548090700
0.000801520096404437,0.001007693003439400,0.001023911741969910
0.000801520096404437,0.001024772543751550,0.001023911741969910
0.000801520096404437,0.001024772543751550,0.001023911741969910
0.000801520096404437,0.001024772543751550,0.000796375802267902
0.000801520096404437,0.001024772543751550,0.000796375802267902
0.000801520096404437,0.001007693001617580,0.000798875402274804
0.000801520096175432,0.001007692999340310,0.000798875404557305
0.000801520096175432,0.000882443027486630,0.000821814541238278
0.000801520096175432,0.000882443027486630,0.001010006756544180
0.000801520096175432,0.000882443029991630,0.001010006757457180
0.000801520096175432,0.000925141886123607,0.001010006757457180
0.000801520096175432,0.000925141888628607,0.000855024930764836
0.000801520096175432,0.000968664448693324,0.000853241063454712
0.000801520096175432,0.000968664448693324,0.000843069189567494
0.000801520096175432,0.000968664448693324,0.000843069189567494
0.000799864208158188,0.000968664448693324,0.000831472124022978
0.000799864208158188,0.001004120680751610,0.000820222965290909
0.000799864208158188,0.001004120680751610,0.000820222967573410
0.000799864208158188,0.001004120680751610,0.000820222967573410
0.000799864208158188,0.001004120680297770,0.000809311561947470
0.000799864208158188,0.000794219748008937,0.000809311561719220
0.000799864208158188,0.000794219748235857,0.000798875401361804
0.000799864208158188,0.000794219748008937,0.000798875401361804
0.000799864208158188,0.000794219748008937,0.000798875401361804
0.000799864208158188,0.000794219748008937,0.000798875401361804
0.000799864208158188,0.000794219753681935,0.000800908374808051
0.000799864208158188,0.000794219755270375,0.000800908374808051
0.000799864208158188,0.000794219755270375,0.000800908374808051
0.000799864208158188,0.000800658602080373,0.000800908374808051
0.000799864208158188,0.000802276196697497,0.000800908374808051
0.000799864208158188,0.000899690636399158,0.000800908374808051
,,
